,level_0,index,id,time,SAT_M,SAT_V,choice,outcome,tuition,quality,hs_GPA,univ_type,type,A_N,A_S,augmented,choicecat,unskilled,hp,skilled1,skilled2,skilled3,tmajor,terminalGPA,state,skilledsector,tdropout,cumulativeGPA,tGPA,univ_type_num,numeric_state,dSTEM,col_type,numeric_choice,ed_emax_mapping,skilled_emax_mapping_abridged,unskilled_emax_mapping,lastchoiceraw,lastchoice,prior_skilled
106,106,106,8,13,580,570,skilled1,2.6309711938774085,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,4,1,0,3,nonSTEM,270.50937603878975,skilled,0,-1,270.50937603878975,280,3,7,0,2,4,129,29,0,4.0,4,0
107,107,107,8,14,580,570,skilled1,3.463700612467973,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,4,2,0,3,nonSTEM,270.50937603878975,skilled,0,-1,270.50937603878975,280,3,7,0,2,4,129,29,0,4.0,4,0
108,108,108,8,15,580,570,skilled1,3.5894677315115637,4.84335208558823,0,240,forprofit,lwage,0,0,0,skilled1,0,4,3,0,3,nonSTEM,270.50937603878975,skilled,0,-1,270.50937603878975,280,3,7,0,2,4,129,29,0,4.0,4,0
109,109,109,9,1,670,640,STEM,367.644386495095,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,363.16109662377374,t1,,-1,367.644386495095,360,1,6,1,1,0,11,-1,0,,-1,-1
110,110,110,9,2,670,640,STEM,335.0,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,363.16109662377374,t1STEM,,-1,351.3221932475475,360,1,0,1,1,0,11,-1,0,0.0,0,-1
111,111,111,9,3,670,640,STEM,380.0,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,363.16109662377374,STEMReqMet,,-1,360.8814621650317,360,1,2,1,1,0,11,-1,0,0.0,0,-1
112,112,112,9,4,670,640,STEM,370.0,7.175545710381349,1,360,priv_nonrel,grade,0,0,0,STEM,0,0,0,0,0,STEM,363.16109662377374,t3STEM,,-1,363.16109662377374,360,1,4,1,1,0,11,-1,0,0.0,0,-1
113,113,113,9,5,670,640,skilled1,3.4562307437358983,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,0,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,0.0,0,-1
114,114,114,9,6,670,640,skilled1,4.103395434571791,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,1,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
115,115,115,9,7,670,640,skilled1,3.601264265204729,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,2,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
116,116,116,9,8,670,640,skilled1,3.785631662829748,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,3,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
117,117,117,9,9,670,640,skilled1,4.029243401973277,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,4,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
118,118,118,9,10,670,640,skilled1,4.28642914551444,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,5,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
119,119,119,9,11,670,640,skilled1,4.057619675905527,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,6,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
120,120,120,9,12,670,640,skilled1,4.171119462420858,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,7,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
121,121,121,9,13,670,640,skilled1,4.302404581005913,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,8,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
122,122,122,9,14,670,640,skilled1,4.288323402585161,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,9,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
123,123,123,9,15,670,640,skilled1,4.2727936400577695,7.175545710381349,1,360,priv_nonrel,lwage,0,0,0,skilled1,0,0,10,0,0,STEM,363.16109662377374,skilled,0,-1,363.16109662377374,360,1,7,1,2,4,11,0,0,4.0,4,0
124,124,124,10,1,650,650,STEM,394.262731156672,-5.33886673574781,1,360,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,nonSTEM,376.065682789168,t1,,-1,394.262731156672,380,2,6,0,1,0,236,-1,0,,-1,-1
125,125,125,10,2,650,650,nonSTEM,340.0,-5.33886673574781,1,360,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,376.065682789168,t1STEM,,-1,367.131365578336,380,2,0,0,1,1,236,-1,0,0.0,0,-1
126,126,126,10,3,650,650,nonSTEM,390.0,-5.33886673574781,1,360,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,376.065682789168,STEMReqMet,,-1,374.7542437188907,380,2,2,0,1,1,236,-1,0,1.0,1,-1
127,127,127,10,4,650,650,nonSTEM,380.0,-5.33886673574781,1,360,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,376.065682789168,t3nonSTEM,,-1,376.065682789168,380,2,5,0,1,1,236,-1,0,1.0,1,-1
128,128,128,10,5,650,650,hp,0.0,-5.33886673574781,1,360,priv_rel,hp,0,0,0,hp,0,0,0,0,0,nonSTEM,376.065682789168,skilled,,-1,376.065682789168,380,2,7,0,0,2,236,30,0,1.0,1,-1
129,129,129,10,6,650,650,skilled3,2.4918496384669084,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,0,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,2.0,2,3
130,130,130,10,7,650,650,skilled3,4.307996041597278,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,1,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
131,131,131,10,8,650,650,skilled3,3.607211591560426,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,2,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
132,132,132,10,9,650,650,skilled3,3.814361390595292,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,3,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
133,133,133,10,10,650,650,skilled3,4.234014582016087,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,4,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
134,134,134,10,11,650,650,skilled3,3.750493219313247,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,5,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
135,135,135,10,12,650,650,skilled3,3.1606190442796094,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,6,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
136,136,136,10,13,650,650,skilled3,3.6117532141088415,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,7,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
137,137,137,10,14,650,650,skilled3,3.3639454050483986,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,8,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
138,138,138,10,15,650,650,skilled3,3.5823012306912365,-5.33886673574781,1,360,priv_rel,lwage,0,0,0,skilled3,0,1,0,0,9,nonSTEM,376.065682789168,skilled,2,-1,376.065682789168,380,2,7,0,2,6,236,30,0,6.0,6,2
139,139,139,11,1,550,450,nonSTEM,378.686686410208,4.76603788359052,1,390,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,332.171671602552,t1,,-1,378.686686410208,340,3,6,0,1,1,234,-1,0,,-1,-1
140,140,140,11,2,550,450,nonSTEM,345.0,4.76603788359052,1,390,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,332.171671602552,t1nonSTEM,,-1,361.843343205104,340,3,1,0,1,1,234,-1,0,1.0,1,-1
141,141,141,11,3,550,450,nonSTEM,305.0,4.76603788359052,1,390,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,332.171671602552,STEMReqNotMet,,-1,342.89556213673603,340,3,3,0,1,1,234,-1,0,1.0,1,-1
142,142,142,11,4,550,450,nonSTEM,300.0,4.76603788359052,1,390,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,332.171671602552,t3nonSTEM,,-1,332.171671602552,340,3,5,0,1,1,234,-1,0,1.0,1,-1
143,143,143,11,5,550,450,skilled1,2.8611273109760047,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,0,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,1.0,1,-1
144,144,144,11,6,550,450,skilled1,3.075907844434745,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,1,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
145,145,145,11,7,550,450,skilled1,2.9454043480282976,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,2,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
146,146,146,11,8,550,450,skilled1,3.147978025916323,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,3,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
147,147,147,11,9,550,450,skilled1,2.3435854982128275,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,4,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
148,148,148,11,10,550,450,skilled1,3.495415206504849,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,5,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
149,149,149,11,11,550,450,skilled1,2.867850936852169,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,6,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
150,150,150,11,12,550,450,skilled1,3.6954174451095056,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,7,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
151,151,151,11,13,550,450,skilled1,3.4715599015550893,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,8,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
152,152,152,11,14,550,450,skilled1,3.6564128301498022,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled1,0,0,9,0,0,nonSTEM,332.171671602552,skilled,0,-1,332.171671602552,340,3,7,0,2,4,234,21,0,4.0,4,0
153,153,153,11,15,550,450,skilled2,4.443588179284488,4.76603788359052,1,390,forprofit,lwage,0,0,0,skilled2,0,0,10,0,0,nonSTEM,332.171671602552,skilled,1,-1,332.171671602552,340,3,7,0,2,5,234,21,0,4.0,4,0
154,154,154,12,1,590,540,nonSTEM,269.439314470012,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,277.359828617503,t1,,-1,269.439314470012,280,1,6,0,1,1,80,-1,0,,-1,-1
155,155,155,12,2,590,540,nonSTEM,275.0,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,277.359828617503,t1nonSTEM,,-1,272.219657235006,280,1,1,0,1,1,80,-1,0,1.0,1,-1
156,156,156,12,3,590,540,nonSTEM,245.0,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,277.359828617503,STEMReqNotMet,,-1,263.1464381566707,280,1,3,0,1,1,80,-1,0,1.0,1,-1
157,157,157,12,4,590,540,nonSTEM,320.0,8.420075632957321,0,330,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,277.359828617503,t3nonSTEM,,-1,277.359828617503,280,1,5,0,1,1,80,-1,0,1.0,1,-1
158,158,158,12,5,590,540,skilled2,2.5919105351183287,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,0,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,1.0,1,-1
159,159,159,12,6,590,540,skilled2,2.9354888958516643,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,0,0,1,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
160,160,160,12,7,590,540,hp,0.0,8.420075632957321,0,330,priv_nonrel,hp,0,0,0,hp,0,0,0,2,0,nonSTEM,277.359828617503,skilled,,-1,277.359828617503,280,1,7,0,0,2,80,29,0,5.0,5,1
161,161,161,12,8,590,540,skilled2,3.286520105020327,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,2,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,2.0,2,3
162,162,162,12,9,590,540,skilled2,3.402254345713379,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,3,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
163,163,163,12,10,590,540,skilled2,4.402391400741074,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,4,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
164,164,164,12,11,590,540,skilled2,3.9519712450774698,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,5,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
165,165,165,12,12,590,540,skilled2,3.8460055770863515,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,6,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
166,166,166,12,13,590,540,skilled2,3.4568706323908924,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,7,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
167,167,167,12,14,590,540,skilled2,3.8781813977031603,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,8,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
168,168,168,12,15,590,540,skilled2,4.305681874831878,8.420075632957321,0,330,priv_nonrel,lwage,0,0,0,skilled2,0,1,0,9,0,nonSTEM,277.359828617503,skilled,1,-1,277.359828617503,280,1,7,0,2,5,80,29,0,5.0,5,1
169,169,169,13,1,650,650,nonSTEM,351.944004926248,-1.64243493288282,1,400,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,364.236001231562,t1,,-1,351.944004926248,360,2,6,0,1,1,245,-1,0,,-1,-1
170,170,170,13,2,650,650,nonSTEM,365.0,-1.64243493288282,1,400,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,364.236001231562,t1nonSTEM,,-1,358.472002463124,360,2,1,0,1,1,245,-1,0,1.0,1,-1
171,171,171,13,3,650,650,nonSTEM,390.0,-1.64243493288282,1,400,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,364.236001231562,STEMReqNotMet,,-1,368.981334975416,360,2,3,0,1,1,245,-1,0,1.0,1,-1
172,172,172,13,4,650,650,nonSTEM,350.0,-1.64243493288282,1,400,priv_rel,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,364.236001231562,t3nonSTEM,,-1,364.236001231562,360,2,5,0,1,1,245,-1,0,1.0,1,-1
173,173,173,13,5,650,650,skilled2,3.874818658087084,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,0,0,0,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,1.0,1,-1
174,174,174,13,6,650,650,hp,0.0,-1.64243493288282,1,400,priv_rel,hp,0,0,0,hp,0,0,0,1,0,nonSTEM,364.236001231562,skilled,,-1,364.236001231562,360,2,7,0,0,2,245,27,0,5.0,5,1
175,175,175,13,7,650,650,skilled2,4.279417907084306,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,1,0,1,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,2.0,2,3
176,176,176,13,8,650,650,skilled2,3.4432605825151263,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,1,0,2,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,5.0,5,1
177,177,177,13,9,650,650,skilled2,3.5002614569733863,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,1,0,3,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,5.0,5,1
178,178,178,13,10,650,650,skilled2,3.6491658008992442,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,1,0,4,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,5.0,5,1
179,179,179,13,11,650,650,skilled2,4.332036171855251,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,1,0,5,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,5.0,5,1
180,180,180,13,12,650,650,skilled2,3.9461697323401665,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled2,0,1,0,6,0,nonSTEM,364.236001231562,skilled,1,-1,364.236001231562,360,2,7,0,2,5,245,27,0,5.0,5,1
181,181,181,13,13,650,650,skilled3,3.9325186800457423,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled3,0,1,0,7,0,nonSTEM,364.236001231562,skilled,2,-1,364.236001231562,360,2,7,0,2,6,245,27,0,5.0,5,1
182,182,182,13,14,650,650,skilled3,3.885840086854376,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled3,0,1,0,7,1,nonSTEM,364.236001231562,skilled,2,-1,364.236001231562,360,2,7,0,2,6,245,27,0,6.0,6,2
183,183,183,13,15,650,650,skilled3,4.107301409704389,-1.64243493288282,1,400,priv_rel,lwage,0,0,0,skilled3,0,1,0,7,2,nonSTEM,364.236001231562,skilled,2,-1,364.236001231562,360,2,7,0,2,6,245,27,0,6.0,6,2
184,184,184,14,1,580,580,nonSTEM,281.28018978741403,21.5001178840888,0,320,priv_nonrel,grade,0,0,0,nonSTEM,0,0,0,0,0,dropout,0.0,t1,,2,281.28018978741403,0,1,6,0,1,1,108,-1,1,,-1,-1
185,185,185,14,2,580,580,unskilled,1.710183790042909,21.5001178840888,0,320,priv_nonrel,lwage,0,0,0,unskilled,0,0,0,0,0,dropout,0.0,t1nonSTEM,,2,281.28018978741403,0,1,1,0,2,3,108,-1,1,1.0,1,-1
186,186,186,15,1,750,650,STEM,308.622349860004,3.9020141807050197,0,390,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,369.655587465001,t1,,-1,308.622349860004,360,3,6,1,1,0,164,-1,0,,-1,-1
187,187,187,15,2,750,650,nonSTEM,370.0,3.9020141807050197,0,390,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,STEM,369.655587465001,t1STEM,,-1,339.31117493000204,360,3,0,1,1,1,164,-1,0,0.0,0,-1
188,188,188,15,3,750,650,STEM,400.0,3.9020141807050197,0,390,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,369.655587465001,STEMReqMet,,-1,359.54078328666805,360,3,2,1,1,0,164,-1,0,1.0,1,-1
189,189,189,15,4,750,650,STEM,400.0,3.9020141807050197,0,390,forprofit,grade,0,0,0,STEM,0,0,0,0,0,STEM,369.655587465001,t3STEM,,-1,369.655587465001,360,3,4,1,1,0,164,-1,0,0.0,0,-1
190,190,190,15,5,750,650,skilled3,2.3014652005444076,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled3,0,0,0,0,0,STEM,369.655587465001,skilled,2,-1,369.655587465001,360,3,7,1,2,6,164,22,0,0.0,0,-1
191,191,191,15,6,750,650,skilled1,3.6499561945788344,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,0,0,1,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,6.0,6,2
192,192,192,15,7,750,650,skilled1,3.90770121728429,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,1,0,1,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
193,193,193,15,8,750,650,skilled1,3.163912788412278,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,2,0,1,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
194,194,194,15,9,750,650,skilled1,3.4191756304816923,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,3,0,1,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
195,195,195,15,10,750,650,skilled3,4.155059426457409,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled3,0,0,4,0,1,STEM,369.655587465001,skilled,2,-1,369.655587465001,360,3,7,1,2,6,164,22,0,4.0,4,0
196,196,196,15,11,750,650,skilled1,3.7154578093978428,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,4,0,2,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,6.0,6,2
197,197,197,15,12,750,650,skilled1,4.251644298199664,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,5,0,2,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
198,198,198,15,13,750,650,skilled1,4.154653200620219,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,6,0,2,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
199,199,199,15,14,750,650,skilled1,3.6206410749004467,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,7,0,2,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
200,200,200,15,15,750,650,skilled1,4.250678131612974,3.9020141807050197,0,390,forprofit,lwage,0,0,0,skilled1,0,0,8,0,2,STEM,369.655587465001,skilled,0,-1,369.655587465001,360,3,7,1,2,4,164,22,0,4.0,4,0
201,201,201,16,1,580,570,nonSTEM,332.037504155159,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,dropout,0.0,t1,,4,332.037504155159,0,3,6,0,1,1,129,-1,3,,-1,-1
202,202,202,16,2,580,570,nonSTEM,300.0,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,dropout,0.0,t1nonSTEM,,4,316.0187520775795,0,3,1,0,1,1,129,-1,3,1.0,1,-1
203,203,203,16,3,580,570,nonSTEM,250.0,4.84335208558823,0,240,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,dropout,0.0,STEMReqNotMet,,4,294.012501385053,0,3,3,0,1,1,129,-1,3,1.0,1,-1
204,204,204,16,4,580,570,unskilled,1.852771680451126,4.84335208558823,0,240,forprofit,lwage,0,0,0,unskilled,0,0,0,0,0,dropout,0.0,t3nonSTEM,,4,294.012501385053,0,3,5,0,2,3,129,-1,3,1.0,1,-1
205,205,205,17,1,510,540,STEM,332.525462281927,3.08202742402236,0,310,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,dropout,0.0,t1,,4,332.525462281927,0,2,6,0,1,0,235,-1,3,,-1,-1
206,206,206,17,2,510,540,STEM,305.0,3.08202742402236,0,310,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,dropout,0.0,t1STEM,,4,318.7627311409635,0,2,0,0,1,0,235,-1,3,0.0,0,-1
207,207,207,17,3,510,540,STEM,305.0,3.08202742402236,0,310,priv_rel,grade,0,0,0,STEM,0,0,0,0,0,dropout,0.0,STEMReqMet,,4,314.17515409397566,0,2,2,0,1,0,235,-1,3,0.0,0,-1
208,208,208,17,4,510,540,unskilled,2.018597152368007,3.08202742402236,0,310,priv_rel,lwage,0,0,0,unskilled,0,0,0,0,0,dropout,0.0,t3STEM,,4,314.17515409397566,0,2,4,0,2,3,235,-1,3,0.0,0,-1
209,209,209,18,1,750,750,nonSTEM,222.450932152587,-0.578450025961855,1,380,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,319.36273303814676,t1,,-1,222.450932152587,320,3,6,0,1,1,149,-1,0,,-1,-1
210,210,210,18,2,750,750,nonSTEM,385.0,-0.578450025961855,1,380,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,319.36273303814676,t1nonSTEM,,-1,303.7254660762935,320,3,1,0,1,1,149,-1,0,1.0,1,-1
211,211,211,18,3,750,750,nonSTEM,310.0,-0.578450025961855,1,380,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,319.36273303814676,STEMReqNotMet,,-1,305.8169773841957,320,3,3,0,1,1,149,-1,0,1.0,1,-1
212,212,212,18,4,750,750,nonSTEM,360.0,-0.578450025961855,1,380,forprofit,grade,0,0,0,nonSTEM,0,0,0,0,0,nonSTEM,319.36273303814676,t3nonSTEM,,-1,319.36273303814676,320,3,5,0,1,1,149,-1,0,1.0,1,-1
213,213,213,18,5,750,750,skilled2,3.553192885272658,-0.578450025961855,1,380,forprofit,lwage,0,0,0,skilled2,0,0,0,0,0,nonSTEM,319.36273303814676,skilled,1,-1,319.36273303814676,320,3,7,0,2,5,149,19,0,1.0,1,-1
214,214,214,18,6,750,750,skilled2,3.45406469445007,-0.578450025961855,1,380,forprofit,lwage,0,0,0,skilled2,0,0,0,1,0,nonSTEM,319.36273303814676,skilled,1,-1,319.36273303814676,320,3,7,0,2,5,149,19,0,5.0,5,1
